November 2009 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,53.3,52,-1,54.3
AL-003,Baldwin County,Alabama,57.2,49,-1.1,58.3
AL-005,Barbour County,Alabama,55,58,-0.8,55.8
AL-007,Bibb County,Alabama,52.9,67,0.1,52.8
AL-009,Blount County,Alabama,52.1,85,1.5,50.6
AL-011,Bullock County,Alabama,54.1,56,-1,55.1
AL-013,Butler County,Alabama,53.4,37,-1.9,55.3
AL-015,Calhoun County,Alabama,51.6,74,0.6,51
AL-017,Chambers County,Alabama,52.7,72,0.6,52.1
AL-019,Cherokee County,Alabama,51.5,76,1,50.5
AL-021,Chilton County,Alabama,52.8,63,-0.2,53
AL-023,Choctaw County,Alabama,54.1,59,-0.7,54.8
AL-025,Clarke County,Alabama,54.5,56,-0.9,55.4
AL-027,Clay County,Alabama,51.5,72,0.3,51.2
AL-029,Cleburne County,Alabama,50.9,73,0.7,50.2
AL-031,Coffee County,Alabama,55.4,53,-1.1,56.5
AL-033,Colbert County,Alabama,51.6,88,2,49.6
AL-035,Conecuh County,Alabama,54.4,41,-1.8,56.2
AL-037,Coosa County,Alabama,52.4,62,-0.4,52.8
AL-039,Covington County,Alabama,55,43,-1.5,56.5
AL-041,Crenshaw County,Alabama,53.6,41,-1.7,55.3
AL-043,Cullman County,Alabama,52.2,90,1.8,50.4
AL-045,Dale County,Alabama,55.6,50,-1.2,56.8
AL-047,Dallas County,Alabama,54,56,-0.7,54.7
AL-049,DeKalb County,Alabama,50.7,78,1.2,49.5
AL-051,Elmore County,Alabama,53.3,53,-1.1,54.4
AL-053,Escambia County,Alabama,55.5,47,-1.3,56.8
AL-055,Etowah County,Alabama,51.6,74,0.8,50.8
AL-057,Fayette County,Alabama,52.7,77,1,51.7
AL-059,Franklin County,Alabama,51.3,85,1.5,49.8
AL-061,Geneva County,Alabama,56.5,58,-0.7,57.2
