September 2003 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,73.7,35,-1.7,75.4
AL-003,Baldwin County,Alabama,76.5,46,-0.8,77.3
AL-005,Barbour County,Alabama,74,23,-1.9,75.9
AL-007,Bibb County,Alabama,72.8,30,-1.9,74.7
AL-009,Blount County,Alabama,71.9,51,-0.7,72.6
AL-011,Bullock County,Alabama,73.6,31,-1.9,75.5
AL-013,Butler County,Alabama,73.8,23,-1.9,75.7
AL-015,Calhoun County,Alabama,71.8,45,-1,72.8
AL-017,Chambers County,Alabama,71.1,27,-2,73.1
AL-019,Cherokee County,Alabama,71.4,43,-1.4,72.8
AL-021,Chilton County,Alabama,72.4,27,-2,74.4
AL-023,Choctaw County,Alabama,74,35,-1.6,75.6
AL-025,Clarke County,Alabama,74.4,36,-1.4,75.8
AL-027,Clay County,Alabama,70.7,42,-1.4,72.1
AL-029,Cleburne County,Alabama,70.2,39,-1.4,71.6
AL-031,Coffee County,Alabama,74.6,21,-1.8,76.4
AL-033,Colbert County,Alabama,70.1,28,-2.2,72.3
AL-035,Conecuh County,Alabama,74.5,26,-1.9,76.4
AL-037,Coosa County,Alabama,72.2,38,-1.6,73.8
AL-039,Covington County,Alabama,74.8,23,-1.8,76.6
AL-041,Crenshaw County,Alabama,73.9,31,-1.7,75.6
AL-043,Cullman County,Alabama,71.6,51,-0.8,72.4
AL-045,Dale County,Alabama,74.4,13,-2.2,76.6
AL-047,Dallas County,Alabama,74.4,39,-1.3,75.7
AL-049,DeKalb County,Alabama,69.8,40,-1.6,71.4
AL-051,Elmore County,Alabama,73.8,39,-1.5,75.3
AL-053,Escambia County,Alabama,75,23,-1.7,76.7
AL-055,Etowah County,Alabama,72.3,56,-0.6,72.9
AL-057,Fayette County,Alabama,72.5,36,-1.7,74.2
AL-059,Franklin County,Alabama,70.1,28,-2.1,72.2
AL-061,Geneva County,Alabama,75.5,28,-1.4,76.9
AL-063,Greene County,Alabama,74.2,40,-1.6,75.8
AL-065,Hale County,Alabama,73.9,34,-1.7,75.6
AL-067,Henry County,Alabama,74.4,13,-2.1,76.5
AL-069,Houston County,Alabama,75.2,15,-2,77.2
AL-071,Jackson County,Alabama,70.2,40,-1.5,71.7
AL-073,Jefferson County,Alabama,72.7,42,-1.1,73.8
AL-075,Lamar County,Alabama,72.8,41,-1.5,74.3
AL-077,Lauderdale County,Alabama,69.5,25,-2.4,71.9
AL-079,Lawrence County,Alabama,70.1,30,-2.2,72.3
AL-081,Lee County,Alabama,72.7,32,-1.7,74.4
AL-083,Limestone County,Alabama,70.7,39,-1.5,72.2
AL-085,Lowndes County,Alabama,74.5,37,-1.4,75.9
AL-087,Macon County,Alabama,73.9,33,-1.7,75.6
AL-089,Madison County,Alabama,70.9,42,-1.4,72.3
AL-091,Marengo County,Alabama,74.4,43,-1.3,75.7
AL-093,Marion County,Alabama,71,30,-2,73
AL-095,Marshall County,Alabama,71.6,51,-0.9,72.5
AL-097,Mobile County,Alabama,76.4,54,-0.6,77
AL-099,Monroe County,Alabama,74.4,28,-1.7,76.1
AL-101,Montgomery County,Alabama,74.4,37,-1.4,75.8
AL-103,Morgan County,Alabama,71.1,45,-1.3,72.4
AL-105,Perry County,Alabama,73.6,36,-1.7,75.3
AL-107,Pickens County,Alabama,73.6,39,-1.6,75.2
AL-109,Pike County,Alabama,74,31,-1.8,75.8
AL-111,Randolph County,Alabama,70.5,39,-1.6,72.1
AL-113,Russell County,Alabama,74.1,35,-1.5,75.6
AL-115,St. Clair County,Alabama,72.1,48,-0.9,73
AL-117,Shelby County,Alabama,72.5,37,-1.4,73.9
AL-119,Sumter County,Alabama,74,36,-1.7,75.7
AL-121,Talladega County,Alabama,72.1,40,-1.3,73.4
AL-123,Tallapoosa County,Alabama,71.9,33,-1.8,73.7
AL-125,Tuscaloosa County,Alabama,73.4,35,-1.9,75.3
AL-127,Walker County,Alabama,72.6,42,-1.2,73.8
AL-129,Washington County,Alabama,74.7,33,-1.5,76.2
AL-131,Wilcox County,Alabama,74.4,35,-1.5,75.9
AL-133,Winston County,Alabama,70.5,32,-1.9,72.4
AZ-001,Apache County,Arizona,63.6,87,1.3,62.3
AZ-003,Cochise County,Arizona,74.5,124,2.8,71.7
AZ-005,Coconino County,Arizona,67.2,117,2.7,64.5
AZ-007,Gila County,Arizona,73.3,114,2.3,71
AZ-009,Graham County,Arizona,74.6,115,2.2,72.4
AZ-011,Greenlee County,Arizona,70,117,2.5,67.5
AZ-012,La Paz County,Arizona,87.5,122,3.9,83.6
AZ-013,Maricopa County,Arizona,85.5,116,3.2,82.3
AZ-015,Mohave County,Arizona,78.1,121,3.8,74.3
AZ-017,Navajo County,Arizona,66.3,108,2.1,64.2
AZ-019,Pima County,Arizona,81.3,111,2.3,79
AZ-021,Pinal County,Arizona,83.4,115,2.8,80.6
AZ-023,Santa Cruz County,Arizona,73.2,112,2.1,71.1
AZ-025,Yavapai County,Arizona,73.8,118,3.2,70.6
AZ-027,Yuma County,Arizona,88.3,122,4.1,84.2
AR-001,Arkansas County,Arkansas,72.7,36,-1.7,74.4
AR-003,Ashley County,Arkansas,73.4,34,-1.5,74.9
AR-005,Baxter County,Arkansas,67.2,21,-2.7,69.9
AR-007,Benton County,Arkansas,66.5,12,-3.6,70.1
AR-009,Boone County,Arkansas,66.5,16,-3.1,69.6
AR-011,Bradley County,Arkansas,72.9,32,-1.8,74.7
AR-013,Calhoun County,Arkansas,72.6,25,-2.2,74.8
AR-015,Carroll County,Arkansas,66.3,13,-3.5,69.8
AR-017,Chicot County,Arkansas,74,42,-1.2,75.2
AR-019,Clark County,Arkansas,71.4,15,-3.1,74.5
AR-021,Clay County,Arkansas,68,11,-3.5,71.5
AR-023,Cleburne County,Arkansas,68.7,17,-2.7,71.4
AR-025,Cleveland County,Arkansas,72.3,27,-2.1,74.4
AR-027,Columbia County,Arkansas,73.2,25,-2.1,75.3
AR-029,Conway County,Arkansas,70.2,21,-2.6,72.8
AR-031,Craighead County,Arkansas,68.9,13,-3.2,72.1
AR-033,Crawford County,Arkansas,69,15,-3.1,72.1
AR-035,Crittenden County,Arkansas,71.2,21,-2.5,73.7
AR-037,Cross County,Arkansas,70.3,20,-3,73.3
AR-039,Dallas County,Arkansas,71.9,22,-2.5,74.4
AR-041,Desha County,Arkansas,73.3,41,-1.4,74.7
AR-043,Drew County,Arkansas,73.1,34,-1.5,74.6
AR-045,Faulkner County,Arkansas,70.6,22,-2.4,73
AR-047,Franklin County,Arkansas,69.2,18,-2.9,72.1
AR-049,Fulton County,Arkansas,66.6,18,-2.8,69.4
AR-051,Garland County,Arkansas,70,18,-3.1,73.1
AR-053,Grant County,Arkansas,72,24,-2.2,74.2
AR-055,Greene County,Arkansas,68.5,13,-3.2,71.7
AR-057,Hempstead County,Arkansas,72.2,19,-2.7,74.9
AR-059,Hot Spring County,Arkansas,71.1,20,-2.9,74
AR-061,Howard County,Arkansas,71,18,-2.7,73.7
AR-063,Independence County,Arkansas,68.8,19,-2.6,71.4
AR-065,Izard County,Arkansas,67.3,16,-2.9,70.2
AR-067,Jackson County,Arkansas,69.6,20,-2.6,72.2
AR-069,Jefferson County,Arkansas,72.2,23,-2.1,74.3
AR-071,Johnson County,Arkansas,68.8,21,-2.6,71.4
AR-073,Lafayette County,Arkansas,73.3,23,-2.2,75.5
AR-075,Lawrence County,Arkansas,68.4,13,-3.1,71.5
AR-077,Lee County,Arkansas,71.8,32,-2,73.8
AR-079,Lincoln County,Arkansas,72.8,33,-1.8,74.6
AR-081,Little River County,Arkansas,72.4,18,-2.4,74.8
AR-083,Logan County,Arkansas,70.2,17,-2.9,73.1
AR-085,Lonoke County,Arkansas,71.6,22,-2.3,73.9
AR-087,Madison County,Arkansas,65.7,15,-3.4,69.1
AR-089,Marion County,Arkansas,67,20,-2.9,69.9
AR-091,Miller County,Arkansas,73.3,20,-2.4,75.7
AR-093,Mississippi County,Arkansas,69.5,10,-3.1,72.6
AR-095,Monroe County,Arkansas,72,30,-2,74
AR-097,Montgomery County,Arkansas,69.3,16,-3.3,72.6
AR-099,Nevada County,Arkansas,72.3,20,-2.7,75
AR-101,Newton County,Arkansas,65.9,15,-3.1,69
AR-103,Ouachita County,Arkansas,72.7,20,-2.5,75.2
AR-105,Perry County,Arkansas,70.4,17,-2.9,73.3
AR-107,Phillips County,Arkansas,72.6,36,-1.6,74.2
AR-109,Pike County,Arkansas,70.7,16,-2.9,73.6
AR-111,Poinsett County,Arkansas,69.5,12,-3.2,72.7
AR-113,Polk County,Arkansas,68.6,17,-3.1,71.7
AR-115,Pope County,Arkansas,69.1,22,-2.6,71.7
AR-117,Prairie County,Arkansas,71.6,23,-2.3,73.9
AR-119,Pulaski County,Arkansas,71.4,22,-2.4,73.8
AR-121,Randolph County,Arkansas,67.7,14,-3.2,70.9
AR-123,St. Francis County,Arkansas,71.1,23,-2.6,73.7
AR-125,Saline County,Arkansas,70.8,21,-2.7,73.5
AR-127,Scott County,Arkansas,69.2,14,-3.1,72.3
AR-129,Searcy County,Arkansas,66.4,13,-3.2,69.6
AR-131,Sebastian County,Arkansas,69.9,13,-3.2,73.1
