July 2009 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,78.9,14,-1.8,80.7
AL-003,Baldwin County,Alabama,81.3,67,0.2,81.2
AL-005,Barbour County,Alabama,78.8,13,-1.6,80.4
AL-007,Bibb County,Alabama,78.2,17,-1.9,80.1
AL-009,Blount County,Alabama,76.4,9,-2.4,78.8
AL-011,Bullock County,Alabama,78.3,9,-1.8,80.1
AL-013,Butler County,Alabama,78.6,9,-1.7,80.3
AL-015,Calhoun County,Alabama,76.3,5,-2.5,78.8
AL-017,Chambers County,Alabama,76.8,16,-1.6,78.4
AL-019,Cherokee County,Alabama,75.9,3,-3,78.9
AL-021,Chilton County,Alabama,77.7,11,-2,79.7
AL-023,Choctaw County,Alabama,80,34,-0.8,80.8
AL-025,Clarke County,Alabama,80.3,47,-0.4,80.7
AL-027,Clay County,Alabama,75.6,11,-2,77.6
AL-029,Cleburne County,Alabama,74.7,3,-2.8,77.5
AL-031,Coffee County,Alabama,78.8,10,-1.7,80.5
AL-033,Colbert County,Alabama,75.5,4,-3.5,79
AL-035,Conecuh County,Alabama,79.6,19,-1.3,80.9
AL-037,Coosa County,Alabama,77.3,15,-1.8,79.1
AL-039,Covington County,Alabama,79.2,10,-1.6,80.8
AL-041,Crenshaw County,Alabama,77.8,5,-2.2,80
AL-043,Cullman County,Alabama,76.2,8,-2.4,78.6
AL-045,Dale County,Alabama,79.2,13,-1.5,80.7
AL-047,Dallas County,Alabama,79.4,19,-1.4,80.8
AL-049,DeKalb County,Alabama,74.4,4,-2.9,77.3
AL-051,Elmore County,Alabama,78.8,17,-1.5,80.3
AL-053,Escambia County,Alabama,80.3,31,-0.8,81.1
AL-055,Etowah County,Alabama,76.3,5,-2.7,79
AL-057,Fayette County,Alabama,77.3,5,-2.9,80.2
AL-059,Franklin County,Alabama,75.7,5,-3,78.7
AL-061,Geneva County,Alabama,80.2,32,-0.7,80.9
AL-063,Greene County,Alabama,79.4,11,-1.9,81.3
AL-065,Hale County,Alabama,79.2,18,-1.6,80.8
AL-067,Henry County,Alabama,79.2,12,-1.7,80.9
AL-069,Houston County,Alabama,80,16,-1.3,81.3
AL-071,Jackson County,Alabama,74.8,4,-3,77.8
AL-073,Jefferson County,Alabama,77.4,10,-2.3,79.7
AL-075,Lamar County,Alabama,77.5,7,-2.9,80.4
AL-077,Lauderdale County,Alabama,75,4,-3.7,78.7
AL-079,Lawrence County,Alabama,75.7,4,-3.2,78.9
AL-081,Lee County,Alabama,78.2,30,-1,79.2
AL-083,Limestone County,Alabama,76,8,-2.8,78.8
AL-085,Lowndes County,Alabama,79.2,11,-1.7,80.9
AL-087,Macon County,Alabama,78.9,22,-1.4,80.3
AL-089,Madison County,Alabama,76,7,-2.7,78.7
AL-091,Marengo County,Alabama,80,32,-0.9,80.9
AL-093,Marion County,Alabama,76.2,3,-3.1,79.3
AL-095,Marshall County,Alabama,76,9,-2.6,78.6
AL-097,Mobile County,Alabama,81.6,89,0.6,81
AL-099,Monroe County,Alabama,80.1,38,-0.6,80.7
AL-101,Montgomery County,Alabama,79,11,-1.8,80.8
AL-103,Morgan County,Alabama,76.1,5,-2.8,78.9
AL-105,Perry County,Alabama,79,23,-1.4,80.4
AL-107,Pickens County,Alabama,78.7,8,-2.3,81
AL-109,Pike County,Alabama,78,6,-2.2,80.2
AL-111,Randolph County,Alabama,75.5,5,-2.3,77.8
AL-113,Russell County,Alabama,79.1,24,-1.2,80.3
AL-115,St. Clair County,Alabama,76.8,12,-2.2,79
AL-117,Shelby County,Alabama,77.2,10,-2.3,79.5
AL-119,Sumter County,Alabama,79.8,22,-1.3,81.1
AL-121,Talladega County,Alabama,77,13,-2.1,79.1
AL-123,Tallapoosa County,Alabama,77.2,16,-1.6,78.8
AL-125,Tuscaloosa County,Alabama,78.4,9,-2.4,80.8
AL-127,Walker County,Alabama,77.5,10,-2.3,79.8
AL-129,Washington County,Alabama,80.5,45,-0.4,80.9
AL-131,Wilcox County,Alabama,79.8,30,-1,80.8
AL-133,Winston County,Alabama,76,7,-2.6,78.6
AZ-001,Apache County,Arizona,73.3,117,2.3,71
AZ-003,Cochise County,Arizona,80.7,123,2.6,78.1
AZ-005,Coconino County,Arizona,76,116,2.8,73.2
AZ-007,Gila County,Arizona,80.6,121,2.5,78.1
AZ-009,Graham County,Arizona,81.7,121,2.6,79.1
AZ-011,Greenlee County,Arizona,76.2,117,2,74.2
AZ-012,La Paz County,Arizona,95.1,127,3.7,91.4
AZ-013,Maricopa County,Arizona,93.7,127,4.3,89.4
AZ-015,Mohave County,Arizona,85.9,120,3.1,82.8
AZ-017,Navajo County,Arizona,75.9,121,2.8,73.1
AZ-019,Pima County,Arizona,88,126,2.9,85.1
AZ-021,Pinal County,Arizona,90.5,126,3.1,87.4
AZ-023,Santa Cruz County,Arizona,79.1,120,2.5,76.6
AZ-025,Yavapai County,Arizona,81.4,125,3.3,78.1
AZ-027,Yuma County,Arizona,95.1,128,4.5,90.6
AR-001,Arkansas County,Arkansas,78.4,4,-3.2,81.6
AR-003,Ashley County,Arkansas,80,24,-1.3,81.3
