September 2015 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,75.4,67,0,75.4
AL-003,Baldwin County,Alabama,77.3,66,-0,77.3
AL-005,Barbour County,Alabama,74.8,46,-1.1,75.9
AL-007,Bibb County,Alabama,74.3,60,-0.4,74.7
AL-009,Blount County,Alabama,72.7,72,0.1,72.6
AL-011,Bullock County,Alabama,75,57,-0.5,75.5
AL-013,Butler County,Alabama,75.3,62,-0.4,75.7
AL-015,Calhoun County,Alabama,73.2,78,0.4,72.8
AL-017,Chambers County,Alabama,72.4,50,-0.7,73.1
AL-019,Cherokee County,Alabama,72.5,64,-0.3,72.8
AL-021,Chilton County,Alabama,73.8,57,-0.6,74.4
AL-023,Choctaw County,Alabama,75.8,71,0.2,75.6
AL-025,Clarke County,Alabama,75.8,68,-0,75.8
AL-027,Clay County,Alabama,72,65,-0.1,72.1
AL-029,Cleburne County,Alabama,71.8,75,0.2,71.6
AL-031,Coffee County,Alabama,75.8,58,-0.6,76.4
AL-033,Colbert County,Alabama,72.4,72,0.1,72.3
AL-035,Conecuh County,Alabama,75.1,41,-1.3,76.4
AL-037,Coosa County,Alabama,73.5,60,-0.3,73.8
AL-039,Covington County,Alabama,75.9,55,-0.7,76.6
AL-041,Crenshaw County,Alabama,75.2,63,-0.4,75.6
AL-043,Cullman County,Alabama,72.3,63,-0.1,72.4
AL-045,Dale County,Alabama,75.8,53,-0.8,76.6
AL-047,Dallas County,Alabama,75.6,60,-0.1,75.7
AL-049,DeKalb County,Alabama,70.5,52,-0.9,71.4
AL-051,Elmore County,Alabama,75.4,71,0.1,75.3
AL-053,Escambia County,Alabama,75.8,47,-0.9,76.7
AL-055,Etowah County,Alabama,73,71,0.1,72.9
AL-057,Fayette County,Alabama,73.5,52,-0.7,74.2
AL-059,Franklin County,Alabama,72.1,66,-0.1,72.2
AL-061,Geneva County,Alabama,76.4,56,-0.5,76.9
AL-063,Greene County,Alabama,75.7,63,-0.1,75.8
AL-065,Hale County,Alabama,75.6,69,-0,75.6
AL-067,Henry County,Alabama,75.8,51,-0.7,76.5
AL-069,Houston County,Alabama,76.5,51,-0.7,77.2
AL-071,Jackson County,Alabama,71.5,67,-0.2,71.7
AL-073,Jefferson County,Alabama,73.9,68,0.1,73.8
AL-075,Lamar County,Alabama,73.8,58,-0.5,74.3
AL-077,Lauderdale County,Alabama,72,72,0.1,71.9
AL-079,Lawrence County,Alabama,71.9,56,-0.4,72.3
AL-081,Lee County,Alabama,73.3,49,-1.1,74.4
AL-083,Limestone County,Alabama,72.5,73,0.3,72.2
AL-085,Lowndes County,Alabama,76.2,72,0.3,75.9
AL-087,Macon County,Alabama,75.1,60,-0.5,75.6
AL-089,Madison County,Alabama,72.6,73,0.3,72.3
AL-091,Marengo County,Alabama,75.5,61,-0.2,75.7
AL-093,Marion County,Alabama,72.1,52,-0.9,73
AL-095,Marshall County,Alabama,72.2,62,-0.3,72.5
AL-097,Mobile County,Alabama,77,62,0.1,77
AL-099,Monroe County,Alabama,75.4,55,-0.7,76.1
AL-101,Montgomery County,Alabama,76.3,73,0.5,75.8
AL-103,Morgan County,Alabama,72.5,70,0.1,72.4
AL-105,Perry County,Alabama,75.1,62,-0.2,75.3
AL-107,Pickens County,Alabama,75.1,67,-0.1,75.2
AL-109,Pike County,Alabama,75,51,-0.8,75.8
AL-111,Randolph County,Alabama,72,72,-0.1,72.1
AL-113,Russell County,Alabama,74.2,39,-1.4,75.6
AL-115,St. Clair County,Alabama,73.2,73,0.2,73
AL-117,Shelby County,Alabama,73.8,70,-0.1,73.9
AL-119,Sumter County,Alabama,75.7,70,0,75.7
AL-121,Talladega County,Alabama,73.4,70,-0,73.4
AL-123,Tallapoosa County,Alabama,73.2,57,-0.5,73.7
AL-125,Tuscaloosa County,Alabama,75,63,-0.3,75.3
AL-127,Walker County,Alabama,73.5,60,-0.3,73.8
AL-129,Washington County,Alabama,76,62,-0.2,76.2
AL-131,Wilcox County,Alabama,75.7,61,-0.2,75.9
AL-133,Winston County,Alabama,71.8,56,-0.6,72.4
AZ-001,Apache County,Arizona,65,120,2.7,62.3
AZ-003,Cochise County,Arizona,73.2,102,1.5,71.7
AZ-005,Coconino County,Arizona,68,121,3.5,64.5
AZ-007,Gila County,Arizona,73.4,116,2.4,71
AZ-009,Graham County,Arizona,73.9,101,1.5,72.4
AZ-011,Greenlee County,Arizona,69.3,103,1.8,67.5
AZ-012,La Paz County,Arizona,87.6,123,4,83.6
AZ-013,Maricopa County,Arizona,85.6,117,3.3,82.3
AZ-015,Mohave County,Arizona,78.5,125,4.2,74.3
AZ-017,Navajo County,Arizona,66.9,115,2.7,64.2
AZ-019,Pima County,Arizona,81,107,2,79
AZ-021,Pinal County,Arizona,82,89,1.4,80.6
AZ-023,Santa Cruz County,Arizona,72.2,89,1.1,71.1
AZ-025,Yavapai County,Arizona,74.2,123,3.6,70.6
AZ-027,Yuma County,Arizona,88.8,126,4.6,84.2
AR-001,Arkansas County,Arkansas,76.6,97,2.2,74.4
AR-003,Ashley County,Arkansas,77.5,104,2.6,74.9
AR-005,Baxter County,Arkansas,71.8,93,1.9,69.9
AR-007,Benton County,Arkansas,72.6,104,2.5,70.1
AR-009,Boone County,Arkansas,71.2,90,1.6,69.6
AR-011,Bradley County,Arkansas,76.8,100,2.1,74.7
AR-013,Calhoun County,Arkansas,76.6,96,1.8,74.8
AR-015,Carroll County,Arkansas,71,87,1.2,69.8
AR-017,Chicot County,Arkansas,77.8,103,2.6,75.2
AR-019,Clark County,Arkansas,76.5,103,2,74.5
AR-021,Clay County,Arkansas,73,86,1.5,71.5
AR-023,Cleburne County,Arkansas,72.9,85,1.5,71.4
AR-025,Cleveland County,Arkansas,76.5,99,2.1,74.4
AR-027,Columbia County,Arkansas,77,95,1.7,75.3
AR-029,Conway County,Arkansas,74.8,98,2,72.8
AR-031,Craighead County,Arkansas,73.3,79,1.2,72.1
AR-033,Crawford County,Arkansas,74,95,1.9,72.1
AR-035,Crittenden County,Arkansas,75.2,86,1.5,73.7
AR-037,Cross County,Arkansas,74.8,86,1.5,73.3
AR-039,Dallas County,Arkansas,76.2,96,1.8,74.4
AR-041,Desha County,Arkansas,77.2,102,2.5,74.7
AR-043,Drew County,Arkansas,76.9,102,2.3,74.6
AR-045,Faulkner County,Arkansas,75.1,97,2.1,73
AR-047,Franklin County,Arkansas,73.9,91,1.8,72.1
AR-049,Fulton County,Arkansas,71.4,93,2,69.4
AR-051,Garland County,Arkansas,75.7,109,2.6,73.1
AR-053,Grant County,Arkansas,76.8,105,2.6,74.2
AR-055,Greene County,Arkansas,73.2,85,1.5,71.7
AR-057,Hempstead County,Arkansas,77,104,2.1,74.9
AR-059,Hot Spring County,Arkansas,76.4,108,2.4,74
AR-061,Howard County,Arkansas,75.9,104,2.2,73.7
AR-063,Independence County,Arkansas,72.3,78,0.9,71.4
AR-065,Izard County,Arkansas,71.4,83,1.2,70.2
AR-067,Jackson County,Arkansas,73.4,84,1.2,72.2
AR-069,Jefferson County,Arkansas,76.6,98,2.3,74.3
AR-071,Johnson County,Arkansas,73.1,90,1.7,71.4
AR-073,Lafayette County,Arkansas,78.1,109,2.6,75.5
AR-075,Lawrence County,Arkansas,72.8,84,1.3,71.5
