February 2022 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,51.9,94,2.7,49.2
AL-003,Baldwin County,Alabama,55.7,90,2.1,53.6
AL-005,Barbour County,Alabama,53.4,95,2.8,50.6
AL-007,Bibb County,Alabama,49.7,91,2.4,47.3
AL-009,Blount County,Alabama,47.9,98,3.4,44.5
AL-011,Bullock County,Alabama,52.3,92,2.6,49.7
AL-013,Butler County,Alabama,52,86,1.5,50.5
AL-015,Calhoun County,Alabama,48.6,98,3.3,45.3
AL-017,Chambers County,Alabama,49.3,95,2.8,46.5
AL-019,Cherokee County,Alabama,47.8,98,3.4,44.4
AL-021,Chilton County,Alabama,51,98,3.4,47.6
AL-023,Choctaw County,Alabama,52,89,1.9,50.1
AL-025,Clarke County,Alabama,52.8,89,2,50.8
AL-027,Clay County,Alabama,48,91,2.3,45.7
AL-029,Cleburne County,Alabama,48.1,100,3.8,44.4
AL-031,Coffee County,Alabama,53.9,90,2.3,51.6
AL-033,Colbert County,Alabama,44.6,80,1.7,42.9
AL-035,Conecuh County,Alabama,53.9,90,2.2,51.7
AL-037,Coosa County,Alabama,49.9,95,2.5,47.4
AL-039,Covington County,Alabama,53.8,90,1.9,51.9
AL-041,Crenshaw County,Alabama,52.1,87,1.7,50.4
AL-043,Cullman County,Alabama,46.5,89,2.5,44
AL-045,Dale County,Alabama,54.5,95,2.6,51.9
AL-047,Dallas County,Alabama,51.9,90,2.2,49.7
AL-049,DeKalb County,Alabama,45.4,91,2.5,42.9
AL-051,Elmore County,Alabama,51.5,95,2.5,49
AL-053,Escambia County,Alabama,55.1,93,2.5,52.6
AL-055,Etowah County,Alabama,47.8,96,3,44.8
AL-057,Fayette County,Alabama,47,79,1.2,45.8
AL-059,Franklin County,Alabama,44.6,76,1.4,43.2
AL-061,Geneva County,Alabama,54.4,87,1.9,52.5
AL-063,Greene County,Alabama,49.3,77,1.1,48.2
AL-065,Hale County,Alabama,49.5,79,1.3,48.2
AL-067,Henry County,Alabama,54.8,96,3.1,51.7
AL-069,Houston County,Alabama,55.3,92,2.4,52.9
AL-071,Jackson County,Alabama,44.6,85,1.8,42.8
AL-073,Jefferson County,Alabama,48.7,90,2.7,46
AL-075,Lamar County,Alabama,47.2,80,1.3,45.9
AL-077,Lauderdale County,Alabama,43.8,79,1.4,42.4
AL-079,Lawrence County,Alabama,44.4,74,1.1,43.3
AL-081,Lee County,Alabama,50.5,93,2.3,48.2
AL-083,Limestone County,Alabama,43.6,69,0.7,42.9
AL-085,Lowndes County,Alabama,52.1,88,1.9,50.2
AL-087,Macon County,Alabama,51.5,89,2.1,49.4
AL-089,Madison County,Alabama,44.3,74,1.2,43.1
AL-091,Marengo County,Alabama,51.2,88,1.7,49.5
AL-093,Marion County,Alabama,45.3,76,1,44.3
AL-095,Marshall County,Alabama,46.4,91,2.4,44
AL-097,Mobile County,Alabama,54.6,85,1.4,53.2
AL-099,Monroe County,Alabama,53.6,92,2.4,51.2
AL-101,Montgomery County,Alabama,52.3,90,2.3,50
AL-103,Morgan County,Alabama,45.2,83,1.6,43.6
AL-105,Perry County,Alabama,50.6,91,2.1,48.5
AL-107,Pickens County,Alabama,48.6,84,1.5,47.1
AL-109,Pike County,Alabama,52.9,91,2.3,50.6
AL-111,Randolph County,Alabama,48.3,98,3.1,45.2
AL-113,Russell County,Alabama,51.8,92,2.2,49.6
AL-115,St. Clair County,Alabama,48.5,97,3,45.5
AL-117,Shelby County,Alabama,49.4,94,2.7,46.7
AL-119,Sumter County,Alabama,50.2,85,1.3,48.9
AL-121,Talladega County,Alabama,48.8,90,2.2,46.6
AL-123,Tallapoosa County,Alabama,49.5,89,2.2,47.3
AL-125,Tuscaloosa County,Alabama,48.8,83,1.7,47.1
AL-127,Walker County,Alabama,47,82,1.5,45.5
AL-129,Washington County,Alabama,53.4,89,1.8,51.6
AL-131,Wilcox County,Alabama,52.5,92,2.2,50.3
AL-133,Winston County,Alabama,44.8,76,1,43.8
AZ-001,Apache County,Arizona,32.2,31,-2.3,34.5
AZ-003,Cochise County,Arizona,44.4,24,-2.5,46.9
AZ-005,Coconino County,Arizona,36.1,55,-0.4,36.5
AZ-007,Gila County,Arizona,43.8,51,-0.5,44.3
AZ-009,Graham County,Arizona,44.1,31,-2,46.1
AZ-011,Greenlee County,Arizona,41.3,55,-0.7,42
AZ-012,La Paz County,Arizona,56.7,81,1.1,55.6
AZ-013,Maricopa County,Arizona,55,66,0.3,54.7
AZ-015,Mohave County,Arizona,46.8,74,0.6,46.2
AZ-017,Navajo County,Arizona,33.1,25,-2.7,35.8
AZ-019,Pima County,Arizona,52,49,-0.7,52.7
AZ-021,Pinal County,Arizona,52.3,48,-0.9,53.2
AZ-023,Santa Cruz County,Arizona,45.6,36,-1.3,46.9
AZ-025,Yavapai County,Arizona,44.7,68,0.6,44.1
AZ-027,Yuma County,Arizona,57.1,61,0.2,56.9
AR-001,Arkansas County,Arkansas,45.6,69,0.7,44.9
AR-003,Ashley County,Arkansas,46.3,51,-1,47.3
AR-005,Baxter County,Arkansas,38.4,59,-0.4,38.8
AR-007,Benton County,Arkansas,37.5,48,-1.6,39.1
AR-009,Boone County,Arkansas,38.1,60,-0.5,38.6
AR-011,Bradley County,Arkansas,45.7,53,-0.9,46.6
AR-013,Calhoun County,Arkansas,45.2,50,-1.5,46.7
AR-015,Carroll County,Arkansas,37.3,49,-1.5,38.8
AR-017,Chicot County,Arkansas,46.2,51,-1.3,47.5
AR-019,Clark County,Arkansas,44,48,-1.6,45.6
AR-021,Clay County,Arkansas,38.9,54,-0.8,39.7
AR-023,Cleburne County,Arkansas,41,60,-0.2,41.2
AR-025,Cleveland County,Arkansas,44.6,49,-1.3,45.9
AR-027,Columbia County,Arkansas,44.8,38,-2.8,47.6
AR-029,Conway County,Arkansas,42,53,-0.6,42.6
AR-031,Craighead County,Arkansas,40,55,-0.8,40.8
AR-033,Crawford County,Arkansas,39.8,40,-1.9,41.7
AR-035,Crittenden County,Arkansas,42.5,55,-0.6,43.1
AR-037,Cross County,Arkansas,41.9,53,-0.7,42.6
AR-039,Dallas County,Arkansas,44.2,47,-1.7,45.9
AR-041,Desha County,Arkansas,45.6,55,-0.5,46.1
AR-043,Drew County,Arkansas,45.6,54,-0.9,46.5
AR-045,Faulkner County,Arkansas,42,50,-1.1,43.1
AR-047,Franklin County,Arkansas,40.1,45,-1.5,41.6
AR-049,Fulton County,Arkansas,38.4,66,0.3,38.1
AR-051,Garland County,Arkansas,42.8,50,-1.1,43.9
AR-053,Grant County,Arkansas,44.1,49,-1.3,45.4
AR-055,Greene County,Arkansas,39.5,56,-0.7,40.2
AR-057,Hempstead County,Arkansas,45.2,52,-0.9,46.1
AR-059,Hot Spring County,Arkansas,43.8,48,-1.3,45.1
AR-061,Howard County,Arkansas,43.5,48,-1.2,44.7
AR-063,Independence County,Arkansas,40.1,56,-0.5,40.6
AR-065,Izard County,Arkansas,39.2,60,-0.1,39.3
AR-067,Jackson County,Arkansas,40,49,-1.3,41.3
AR-069,Jefferson County,Arkansas,44.5,53,-0.8,45.3
AR-071,Johnson County,Arkansas,39.7,48,-1.3,41
AR-073,Lafayette County,Arkansas,46,46,-1.5,47.5
AR-075,Lawrence County,Arkansas,39.1,52,-1,40.1
AR-077,Lee County,Arkansas,43.8,57,-0.2,44
AR-079,Lincoln County,Arkansas,45.2,53,-0.6,45.8
AR-081,Little River County,Arkansas,45.8,55,-0.5,46.3
AR-083,Logan County,Arkansas,41.1,45,-1.5,42.6
AR-085,Lonoke County,Arkansas,43.9,56,-0.3,44.2
AR-087,Madison County,Arkansas,37.7,51,-1.2,38.9
AR-089,Marion County,Arkansas,38.3,59,-0.5,38.8
AR-091,Miller County,Arkansas,46.7,50,-0.8,47.5
