May 2014 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,70.5,45,-0.9,71.4
AL-003,Baldwin County,Alabama,72.8,43,-0.7,73.5
AL-005,Barbour County,Alabama,71.6,52,-0.7,72.3
AL-007,Bibb County,Alabama,69.5,47,-0.9,70.4
AL-009,Blount County,Alabama,68.4,61,-0.1,68.5
AL-011,Bullock County,Alabama,71.1,56,-0.6,71.7
AL-013,Butler County,Alabama,70.4,34,-1.5,71.9
AL-015,Calhoun County,Alabama,68.8,65,0,68.8
AL-017,Chambers County,Alabama,68.8,56,-0.4,69.2
AL-019,Cherokee County,Alabama,68.9,68,0.2,68.7
AL-021,Chilton County,Alabama,68.7,32,-1.6,70.3
AL-023,Choctaw County,Alabama,71.5,56,-0.4,71.9
AL-025,Clarke County,Alabama,71.2,42,-0.9,72.1
AL-027,Clay County,Alabama,68,58,-0.3,68.3
AL-029,Cleburne County,Alabama,67.4,56,-0.3,67.7
AL-031,Coffee County,Alabama,71.7,40,-1.1,72.8
AL-033,Colbert County,Alabama,68.7,74,0.6,68.1
AL-035,Conecuh County,Alabama,71.1,32,-1.5,72.6
AL-037,Coosa County,Alabama,69,46,-0.7,69.7
AL-039,Covington County,Alabama,71.4,32,-1.4,72.8
AL-041,Crenshaw County,Alabama,70.7,42,-1.1,71.8
AL-043,Cullman County,Alabama,67.8,57,-0.4,68.2
AL-045,Dale County,Alabama,72.3,47,-0.8,73.1
AL-047,Dallas County,Alabama,71.2,51,-0.6,71.8
AL-049,DeKalb County,Alabama,67.6,69,0.3,67.3
AL-051,Elmore County,Alabama,70.6,49,-0.6,71.2
AL-053,Escambia County,Alabama,71.6,30,-1.4,73
AL-055,Etowah County,Alabama,69.2,71,0.4,68.8
AL-057,Fayette County,Alabama,69.5,58,-0.3,69.8
AL-059,Franklin County,Alabama,68,60,-0,68
AL-061,Geneva County,Alabama,72.6,46,-0.8,73.4
