February 2018 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,58.7,128,9.5,49.2
AL-003,Baldwin County,Alabama,64.1,129,10.5,53.6
AL-005,Barbour County,Alabama,61,128,10.4,50.6
AL-007,Bibb County,Alabama,56.4,128,9.1,47.3
AL-009,Blount County,Alabama,54.2,129,9.7,44.5
AL-011,Bullock County,Alabama,60.6,129,10.9,49.7
AL-013,Butler County,Alabama,61,129,10.5,50.5
AL-015,Calhoun County,Alabama,56,129,10.7,45.3
AL-017,Chambers County,Alabama,57.2,129,10.7,46.5
AL-019,Cherokee County,Alabama,54.9,129,10.5,44.4
AL-021,Chilton County,Alabama,56.4,125,8.8,47.6
AL-023,Choctaw County,Alabama,60.2,128,10.1,50.1
AL-025,Clarke County,Alabama,61,129,10.2,50.8
AL-027,Clay County,Alabama,55.8,128,10.1,45.7
AL-029,Cleburne County,Alabama,55.5,129,11.2,44.4
AL-031,Coffee County,Alabama,62.3,129,10.7,51.6
AL-033,Colbert County,Alabama,52.9,129,10,42.9
AL-035,Conecuh County,Alabama,62.2,129,10.5,51.7
AL-037,Coosa County,Alabama,56.5,128,9.1,47.4
AL-039,Covington County,Alabama,62.5,129,10.6,51.9
AL-041,Crenshaw County,Alabama,60.8,129,10.4,50.4
AL-043,Cullman County,Alabama,53.3,128,9.3,44
AL-045,Dale County,Alabama,62.5,129,10.6,51.9
AL-047,Dallas County,Alabama,58.8,125,9.1,49.7
AL-049,DeKalb County,Alabama,53,129,10.1,42.9
AL-051,Elmore County,Alabama,59.2,128,10.2,49
AL-053,Escambia County,Alabama,62.9,128,10.3,52.6
AL-055,Etowah County,Alabama,54.6,128,9.8,44.8
AL-057,Fayette County,Alabama,55.4,129,9.6,45.8
AL-059,Franklin County,Alabama,53.4,129,10.2,43.2
AL-061,Geneva County,Alabama,63.5,129,11,52.5
AL-063,Greene County,Alabama,57.8,129,9.6,48.2
AL-065,Hale County,Alabama,57.4,128,9.2,48.2
AL-067,Henry County,Alabama,62.1,128,10.4,51.7
AL-069,Houston County,Alabama,63.6,129,10.7,52.9
AL-071,Jackson County,Alabama,52.3,128,9.5,42.8
AL-073,Jefferson County,Alabama,55.9,129,9.9,46
AL-075,Lamar County,Alabama,55.9,129,10,45.9
AL-077,Lauderdale County,Alabama,51.7,129,9.3,42.4
AL-079,Lawrence County,Alabama,52.5,129,9.2,43.3
AL-081,Lee County,Alabama,58.9,129,10.7,48.2
AL-083,Limestone County,Alabama,51.9,128,9,42.9
AL-085,Lowndes County,Alabama,60.4,129,10.2,50.2
AL-087,Macon County,Alabama,60.2,129,10.8,49.4
AL-089,Madison County,Alabama,52.2,128,9.1,43.1
AL-091,Marengo County,Alabama,58.3,126,8.8,49.5
AL-093,Marion County,Alabama,54,129,9.7,44.3
AL-095,Marshall County,Alabama,53.1,128,9.1,44
AL-097,Mobile County,Alabama,64.2,129,11,53.2
AL-099,Monroe County,Alabama,62,129,10.8,51.2
AL-101,Montgomery County,Alabama,61,129,11,50
AL-103,Morgan County,Alabama,52.7,128,9.1,43.6
AL-105,Perry County,Alabama,57.3,126,8.8,48.5
AL-107,Pickens County,Alabama,57.2,129,10.1,47.1
AL-109,Pike County,Alabama,60.8,129,10.2,50.6
AL-111,Randolph County,Alabama,56.2,129,11,45.2
AL-113,Russell County,Alabama,60.5,129,10.9,49.6
AL-115,St. Clair County,Alabama,55.6,128,10.1,45.5
AL-117,Shelby County,Alabama,55.8,128,9.1,46.7
AL-119,Sumter County,Alabama,58.5,128,9.6,48.9
AL-121,Talladega County,Alabama,56.2,128,9.6,46.6
AL-123,Tallapoosa County,Alabama,57.1,128,9.8,47.3
AL-125,Tuscaloosa County,Alabama,56.8,129,9.7,47.1
AL-127,Walker County,Alabama,54.6,129,9.1,45.5
AL-129,Washington County,Alabama,61.9,129,10.3,51.6
AL-131,Wilcox County,Alabama,59.9,127,9.6,50.3
AL-133,Winston County,Alabama,52.6,128,8.8,43.8
AZ-001,Apache County,Arizona,36.9,97,2.4,34.5
AZ-003,Cochise County,Arizona,50.2,113,3.3,46.9
AZ-005,Coconino County,Arizona,38.6,91,2.1,36.5
AZ-007,Gila County,Arizona,47.4,109,3.1,44.3
AZ-009,Graham County,Arizona,49,107,2.9,46.1
AZ-011,Greenlee County,Arizona,45.6,111,3.6,42
AZ-012,La Paz County,Arizona,56.6,79,1,55.6
AZ-013,Maricopa County,Arizona,56.2,83,1.5,54.7
AZ-015,Mohave County,Arizona,47.1,79,0.9,46.2
AZ-017,Navajo County,Arizona,38.2,97,2.4,35.8
AZ-019,Pima County,Arizona,55,95,2.3,52.7
AZ-021,Pinal County,Arizona,55.6,99,2.4,53.2
AZ-023,Santa Cruz County,Arizona,49.7,103,2.8,46.9
AZ-025,Yavapai County,Arizona,45.7,85,1.6,44.1
AZ-027,Yuma County,Arizona,57.8,75,0.9,56.9
AR-001,Arkansas County,Arkansas,48.5,100,3.6,44.9
AR-003,Ashley County,Arkansas,52.4,115,5.1,47.3
AR-005,Baxter County,Arkansas,41.1,87,2.3,38.8
AR-007,Benton County,Arkansas,41.1,86,2,39.1
AR-009,Boone County,Arkansas,40.8,90,2.2,38.6
AR-011,Bradley County,Arkansas,51,111,4.4,46.6
AR-013,Calhoun County,Arkansas,49.6,97,3,46.7
AR-015,Carroll County,Arkansas,40.9,86,2.1,38.8
AR-017,Chicot County,Arkansas,51.4,105,3.9,47.5
AR-019,Clark County,Arkansas,48.1,94,2.5,45.6
AR-021,Clay County,Arkansas,42.3,91,2.6,39.7
AR-023,Cleburne County,Arkansas,43.2,84,2,41.2
AR-025,Cleveland County,Arkansas,48.8,96,2.9,45.9
AR-027,Columbia County,Arkansas,50.5,99,2.9,47.6
AR-029,Conway County,Arkansas,44.6,86,2,42.6
AR-031,Craighead County,Arkansas,44.4,99,3.6,40.8
AR-033,Crawford County,Arkansas,43.2,82,1.5,41.7
AR-035,Crittenden County,Arkansas,47.9,112,4.8,43.1
AR-037,Cross County,Arkansas,46.2,101,3.6,42.6
AR-039,Dallas County,Arkansas,48.2,91,2.3,45.9
AR-041,Desha County,Arkansas,49.6,102,3.6,46.1
AR-043,Drew County,Arkansas,50.4,106,3.9,46.5
AR-045,Faulkner County,Arkansas,44.6,83,1.5,43.1
AR-047,Franklin County,Arkansas,43.1,83,1.5,41.6
AR-049,Fulton County,Arkansas,41.5,95,3.4,38.1
AR-051,Garland County,Arkansas,46.6,95,2.7,43.9
AR-053,Grant County,Arkansas,47.9,93,2.5,45.4
