December 2016 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,51,106,3.8,47.2
AL-003,Baldwin County,Alabama,57.2,116,4.9,52.3
AL-005,Barbour County,Alabama,53.2,113,4.4,48.8
AL-007,Bibb County,Alabama,48.6,98,3,45.6
AL-009,Blount County,Alabama,46.7,103,3.6,43.1
AL-011,Bullock County,Alabama,52.6,116,4.7,47.9
AL-013,Butler County,Alabama,54,119,5.4,48.6
AL-015,Calhoun County,Alabama,47.4,105,3.8,43.6
AL-017,Chambers County,Alabama,48.2,100,3.6,44.6
AL-019,Cherokee County,Alabama,45.4,91,2.7,42.7
AL-021,Chilton County,Alabama,48.4,93,2.6,45.8
AL-023,Choctaw County,Alabama,51.9,106,3.5,48.4
AL-025,Clarke County,Alabama,53.7,115,4.7,49
AL-027,Clay County,Alabama,47.7,105,3.8,43.9
AL-029,Cleburne County,Alabama,47,109,4.3,42.7
AL-031,Coffee County,Alabama,54.1,112,4.3,49.8
AL-033,Colbert County,Alabama,44.5,90,2.6,41.9
AL-035,Conecuh County,Alabama,54.4,115,4.5,49.9
AL-037,Coosa County,Alabama,48.6,96,3.1,45.5
AL-039,Covington County,Alabama,54.7,117,4.7,50
AL-041,Crenshaw County,Alabama,53.4,118,5,48.4
AL-043,Cullman County,Alabama,46,101,3.3,42.7
AL-045,Dale County,Alabama,54.6,113,4.4,50.2
AL-047,Dallas County,Alabama,51.6,106,3.7,47.9
AL-049,DeKalb County,Alabama,43.9,86,2.3,41.6
AL-051,Elmore County,Alabama,51.2,112,4.1,47.1
AL-053,Escambia County,Alabama,55.4,115,4.6,50.8
AL-055,Etowah County,Alabama,46.4,97,3.1,43.3
AL-057,Fayette County,Alabama,47.4,98,3,44.4
AL-059,Franklin County,Alabama,44.5,89,2.4,42.1
AL-061,Geneva County,Alabama,55.8,118,5.1,50.7
AL-063,Greene County,Alabama,49.1,93,2.5,46.6
AL-065,Hale County,Alabama,49.4,98,2.7,46.7
AL-067,Henry County,Alabama,55.2,117,5.2,50
AL-069,Houston County,Alabama,56.8,118,5.7,51.1
AL-071,Jackson County,Alabama,43.4,85,1.9,41.5
AL-073,Jefferson County,Alabama,48,101,3.5,44.5
AL-075,Lamar County,Alabama,47.6,99,3.2,44.4
AL-077,Lauderdale County,Alabama,44,92,2.6,41.4
AL-079,Lawrence County,Alabama,44.6,92,2.3,42.3
AL-081,Lee County,Alabama,49.3,93,2.8,46.5
AL-083,Limestone County,Alabama,44.9,95,3.1,41.8
AL-085,Lowndes County,Alabama,53.2,118,5,48.2
AL-087,Macon County,Alabama,51.3,107,3.7,47.6
AL-089,Madison County,Alabama,45.2,97,3.1,42.1
