May 2015 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,72.9,92,1.5,71.4
AL-003,Baldwin County,Alabama,74.8,99,1.3,73.5
AL-005,Barbour County,Alabama,73.8,95,1.5,72.3
AL-007,Bibb County,Alabama,71.3,81,0.9,70.4
AL-009,Blount County,Alabama,70,88,1.5,68.5
AL-011,Bullock County,Alabama,73.4,97,1.7,71.7
AL-013,Butler County,Alabama,72.6,81,0.7,71.9
AL-015,Calhoun County,Alabama,70.8,98,2,68.8
AL-017,Chambers County,Alabama,70.8,94,1.6,69.2
AL-019,Cherokee County,Alabama,70.8,100,2.1,68.7
AL-021,Chilton County,Alabama,71.3,83,1,70.3
AL-023,Choctaw County,Alabama,72.7,82,0.8,71.9
AL-025,Clarke County,Alabama,72.8,79,0.7,72.1
AL-027,Clay County,Alabama,69.6,90,1.3,68.3
AL-029,Cleburne County,Alabama,69.7,98,2,67.7
AL-031,Coffee County,Alabama,74.3,95,1.5,72.8
AL-033,Colbert County,Alabama,69.1,80,1,68.1
AL-035,Conecuh County,Alabama,73.2,79,0.6,72.6
AL-037,Coosa County,Alabama,70.8,85,1.1,69.7
AL-039,Covington County,Alabama,73.8,84,1,72.8
AL-041,Crenshaw County,Alabama,72.8,85,1,71.8
AL-043,Cullman County,Alabama,69.2,80,1,68.2
AL-045,Dale County,Alabama,75,103,1.9,73.1
AL-047,Dallas County,Alabama,72.6,79,0.8,71.8
AL-049,DeKalb County,Alabama,69.2,95,1.9,67.3
AL-051,Elmore County,Alabama,73,100,1.8,71.2
AL-053,Escambia County,Alabama,73.7,83,0.7,73
AL-055,Etowah County,Alabama,70.9,97,2.1,68.8
AL-057,Fayette County,Alabama,70.6,79,0.8,69.8
AL-059,Franklin County,Alabama,69,80,1,68
AL-061,Geneva County,Alabama,75.8,112,2.4,73.4
AL-063,Greene County,Alabama,72,74,0.4,71.6
AL-065,Hale County,Alabama,72,76,0.6,71.4
AL-067,Henry County,Alabama,74.6,93,1.4,73.2
AL-069,Houston County,Alabama,75.8,106,1.8,74
AL-071,Jackson County,Alabama,69.4,94,1.9,67.5
AL-073,Jefferson County,Alabama,70.9,88,1.3,69.6
AL-075,Lamar County,Alabama,70.7,82,0.8,69.9
AL-077,Lauderdale County,Alabama,68.6,78,0.9,67.7
AL-079,Lawrence County,Alabama,68.8,76,0.6,68.2
AL-081,Lee County,Alabama,72,94,1.5,70.5
AL-083,Limestone County,Alabama,69.4,84,1.4,68
AL-085,Lowndes County,Alabama,73.4,89,1.4,72
AL-087,Macon County,Alabama,73.2,96,1.6,71.6
AL-089,Madison County,Alabama,70,96,2,68
AL-091,Marengo County,Alabama,72.1,70,0.3,71.8
AL-093,Marion County,Alabama,69.2,75,0.5,68.7
AL-095,Marshall County,Alabama,70.2,98,1.9,68.3
AL-097,Mobile County,Alabama,74.6,97,1.4,73.2
AL-099,Monroe County,Alabama,73.2,81,0.9,72.3
AL-101,Montgomery County,Alabama,73.8,102,1.9,71.9
AL-103,Morgan County,Alabama,69.6,84,1.3,68.3
AL-105,Perry County,Alabama,71.9,80,0.7,71.2
AL-107,Pickens County,Alabama,71.6,76,0.7,70.9
AL-109,Pike County,Alabama,73.3,87,1.2,72.1
AL-111,Randolph County,Alabama,70,93,1.8,68.2
AL-113,Russell County,Alabama,73.1,93,1.4,71.7
AL-115,St. Clair County,Alabama,70.5,91,1.6,68.9
AL-117,Shelby County,Alabama,70.7,86,1.1,69.6
AL-119,Sumter County,Alabama,72,72,0.4,71.6
AL-121,Talladega County,Alabama,70.5,84,1.2,69.3
AL-123,Tallapoosa County,Alabama,71,87,1.3,69.7
AL-125,Tuscaloosa County,Alabama,71.6,80,0.8,70.8
AL-127,Walker County,Alabama,70.3,81,0.9,69.4
AL-129,Washington County,Alabama,73.3,81,0.7,72.6
AL-131,Wilcox County,Alabama,72.8,79,0.8,72
AL-133,Winston County,Alabama,68.8,77,0.7,68.1
AZ-001,Apache County,Arizona,54.4,25,-1.7,56.1
