July 2015 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,82.4,112,1.7,80.7
AL-003,Baldwin County,Alabama,83.5,124,2.4,81.2
AL-005,Barbour County,Alabama,82.4,113,2,80.4
AL-007,Bibb County,Alabama,81.3,103,1.2,80.1
AL-009,Blount County,Alabama,80.1,99,1.3,78.8
AL-011,Bullock County,Alabama,82.2,115,2.1,80.1
AL-013,Butler County,Alabama,82.4,122,2.1,80.3
AL-015,Calhoun County,Alabama,80.8,115,2,78.8
AL-017,Chambers County,Alabama,80.6,116,2.2,78.4
AL-019,Cherokee County,Alabama,80.6,108,1.7,78.9
AL-021,Chilton County,Alabama,80.7,97,1,79.7
AL-023,Choctaw County,Alabama,82.5,110,1.7,80.8
AL-025,Clarke County,Alabama,82.4,116,1.7,80.7
AL-027,Clay County,Alabama,79.5,114,1.9,77.6
AL-029,Cleburne County,Alabama,79.4,109,1.9,77.5
AL-031,Coffee County,Alabama,82.4,118,1.9,80.5
AL-033,Colbert County,Alabama,80.6,106,1.6,79
AL-035,Conecuh County,Alabama,82.2,110,1.3,80.9
AL-037,Coosa County,Alabama,80.8,111,1.7,79.1
AL-039,Covington County,Alabama,82.4,113,1.6,80.8
AL-041,Crenshaw County,Alabama,82,121,2,80
AL-043,Cullman County,Alabama,79.6,93,1,78.6
AL-045,Dale County,Alabama,82.8,119,2.1,80.7
AL-047,Dallas County,Alabama,82.5,111,1.7,80.8
AL-049,DeKalb County,Alabama,78.2,93,0.9,77.3
AL-051,Elmore County,Alabama,82.5,117,2.2,80.3
AL-053,Escambia County,Alabama,82.5,115,1.4,81.1
AL-055,Etowah County,Alabama,80.9,109,1.9,79
AL-057,Fayette County,Alabama,81.4,97,1.2,80.2
AL-059,Franklin County,Alabama,80.2,106,1.5,78.7
AL-061,Geneva County,Alabama,82.9,121,2,80.9
AL-063,Greene County,Alabama,82.2,95,0.9,81.3
AL-065,Hale County,Alabama,81.8,93,1,80.8
AL-067,Henry County,Alabama,83,121,2.2,80.9
AL-069,Houston County,Alabama,83.4,123,2.1,81.3
AL-071,Jackson County,Alabama,78.8,94,1,77.8
AL-073,Jefferson County,Alabama,81.4,106,1.7,79.7
AL-075,Lamar County,Alabama,81.4,92,1,80.4
AL-077,Lauderdale County,Alabama,80,101,1.3,78.7
AL-079,Lawrence County,Alabama,80,96,1.1,78.9
