November 2023 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,55.2,75,0.9,54.3
AL-003,Baldwin County,Alabama,59.6,81,1.3,58.3
AL-005,Barbour County,Alabama,55.3,64,-0.5,55.8
AL-007,Bibb County,Alabama,54.2,79,1.4,52.8
AL-009,Blount County,Alabama,52.8,91,2.2,50.6
AL-011,Bullock County,Alabama,55,66,-0.1,55.1
AL-013,Butler County,Alabama,55.8,74,0.5,55.3
AL-015,Calhoun County,Alabama,53.3,92,2.3,51
AL-017,Chambers County,Alabama,52.8,75,0.7,52.1
AL-019,Cherokee County,Alabama,53.6,107,3.1,50.5
AL-021,Chilton County,Alabama,54.5,83,1.5,53
AL-023,Choctaw County,Alabama,55.4,74,0.6,54.8
AL-025,Clarke County,Alabama,56.3,77,0.9,55.4
AL-027,Clay County,Alabama,52.5,82,1.3,51.2
AL-029,Cleburne County,Alabama,52.9,101,2.7,50.2
AL-031,Coffee County,Alabama,56.2,64,-0.3,56.5
AL-033,Colbert County,Alabama,52,96,2.4,49.6
AL-035,Conecuh County,Alabama,56.4,73,0.2,56.2
AL-037,Coosa County,Alabama,53.8,80,1,52.8
AL-039,Covington County,Alabama,56.6,71,0.1,56.5
AL-041,Crenshaw County,Alabama,55.6,70,0.3,55.3
AL-043,Cullman County,Alabama,52.5,94,2.1,50.4
AL-045,Dale County,Alabama,56.3,61,-0.5,56.8
AL-047,Dallas County,Alabama,55.4,73,0.7,54.7
AL-049,DeKalb County,Alabama,52.6,106,3.1,49.5
AL-051,Elmore County,Alabama,55,74,0.6,54.4
AL-053,Escambia County,Alabama,57.2,72,0.4,56.8
AL-055,Etowah County,Alabama,53.4,99,2.6,50.8
AL-057,Fayette County,Alabama,53.1,84,1.4,51.7
AL-059,Franklin County,Alabama,52,94,2.2,49.8
AL-061,Geneva County,Alabama,57,66,-0.2,57.2
AL-063,Greene County,Alabama,54.7,76,0.9,53.8
AL-065,Hale County,Alabama,54.9,79,1,53.9
AL-067,Henry County,Alabama,56.5,68,-0.3,56.8
AL-069,Houston County,Alabama,57.7,71,0.1,57.6
AL-071,Jackson County,Alabama,52.1,98,2.6,49.5
AL-073,Jefferson County,Alabama,53.6,90,1.9,51.7
AL-075,Lamar County,Alabama,53.1,84,1.3,51.8
AL-077,Lauderdale County,Alabama,51.4,93,2.3,49.1
AL-079,Lawrence County,Alabama,51.8,90,2,49.8
AL-081,Lee County,Alabama,53.9,68,-0,53.9
AL-083,Limestone County,Alabama,52,100,2.4,49.6
AL-085,Lowndes County,Alabama,55.6,72,0.5,55.1
AL-087,Macon County,Alabama,54.9,69,-0,54.9
AL-089,Madison County,Alabama,52.4,97,2.6,49.8
AL-091,Marengo County,Alabama,55.4,77,0.8,54.6
AL-093,Marion County,Alabama,52.2,85,1.6,50.6
AL-095,Marshall County,Alabama,53.3,101,2.8,50.5
AL-097,Mobile County,Alabama,59,80,1.2,57.8
AL-099,Monroe County,Alabama,56.5,74,0.7,55.8
AL-101,Montgomery County,Alabama,55.5,72,0.4,55.1
AL-103,Morgan County,Alabama,52.5,95,2.4,50.1
AL-105,Perry County,Alabama,54.9,79,1,53.9
AL-107,Pickens County,Alabama,54.2,83,1.3,52.9
