March 2023 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,60,107,3.9,56.1
AL-003,Baldwin County,Alabama,65,119,5.4,59.6
AL-005,Barbour County,Alabama,61,110,3.9,57.1
AL-007,Bibb County,Alabama,57.6,96,3,54.6
AL-009,Blount County,Alabama,55.5,104,3.5,52
AL-011,Bullock County,Alabama,60.5,112,4.3,56.2
AL-013,Butler County,Alabama,61.7,115,4.6,57.1
AL-015,Calhoun County,Alabama,56.1,103,3.5,52.6
AL-017,Chambers County,Alabama,56.9,102,3.5,53.4
AL-019,Cherokee County,Alabama,55.3,100,3.4,51.9
AL-021,Chilton County,Alabama,58.4,104,3.7,54.7
AL-023,Choctaw County,Alabama,61.3,113,4.3,57
AL-025,Clarke County,Alabama,61.8,113,4.3,57.5
AL-027,Clay County,Alabama,56.3,104,3.5,52.8
AL-029,Cleburne County,Alabama,55.7,109,4.1,51.6
AL-031,Coffee County,Alabama,62.2,116,4.1,58.1
AL-033,Colbert County,Alabama,54.5,99,3.7,50.8
AL-035,Conecuh County,Alabama,62.3,114,4.3,58
AL-037,Coosa County,Alabama,57.9,104,3.5,54.4
AL-039,Covington County,Alabama,62.5,116,4.4,58.1
AL-041,Crenshaw County,Alabama,61.4,115,4.5,56.9
AL-043,Cullman County,Alabama,55.2,105,3.6,51.6
AL-045,Dale County,Alabama,62.3,112,3.9,58.4
AL-047,Dallas County,Alabama,60.4,104,3.7,56.7
AL-049,DeKalb County,Alabama,53.7,100,3.1,50.6
AL-051,Elmore County,Alabama,59.6,106,3.8,55.8
AL-053,Escambia County,Alabama,63.1,114,4.3,58.8
AL-055,Etowah County,Alabama,55.2,94,2.9,52.3
AL-057,Fayette County,Alabama,56.6,96,3.2,53.4
AL-059,Franklin County,Alabama,54.7,102,3.8,50.9
AL-061,Geneva County,Alabama,62.8,113,3.9,58.9
AL-063,Greene County,Alabama,58.6,93,2.8,55.8
AL-065,Hale County,Alabama,58.5,91,2.8,55.7
AL-067,Henry County,Alabama,62.3,113,4,58.3
AL-069,Houston County,Alabama,63.2,113,3.9,59.3
AL-071,Jackson County,Alabama,53.6,98,3,50.6
AL-073,Jefferson County,Alabama,56.4,97,3,53.4
AL-075,Lamar County,Alabama,56.9,98,3.4,53.5
AL-077,Lauderdale County,Alabama,53.4,95,3,50.4
AL-079,Lawrence County,Alabama,54,95,2.9,51.1
AL-081,Lee County,Alabama,58.5,106,3.6,54.9
AL-083,Limestone County,Alabama,53.2,88,2.3,50.9
AL-085,Lowndes County,Alabama,61.2,112,4.3,56.9
AL-087,Macon County,Alabama,59.9,110,3.9,56
AL-089,Madison County,Alabama,53.5,93,2.5,51
AL-091,Marengo County,Alabama,60.1,101,3.5,56.6
AL-093,Marion County,Alabama,55.4,98,3.4,52
AL-095,Marshall County,Alabama,54.7,99,3.1,51.6
AL-097,Mobile County,Alabama,64.6,120,5.4,59.2
AL-099,Monroe County,Alabama,62.1,113,4.3,57.8
AL-101,Montgomery County,Alabama,61,114,4.4,56.6
AL-103,Morgan County,Alabama,54.4,100,3,51.4
AL-105,Perry County,Alabama,58.8,93,3.1,55.7
AL-107,Pickens County,Alabama,57.7,95,3,54.7
AL-109,Pike County,Alabama,61.4,115,4.4,57
AL-111,Randolph County,Alabama,56.1,104,3.8,52.3
AL-113,Russell County,Alabama,59.8,106,3.6,56.2
AL-115,St. Clair County,Alabama,55.8,98,3,52.8
AL-117,Shelby County,Alabama,57.2,102,3.3,53.9
AL-119,Sumter County,Alabama,59.5,100,3.3,56.2
AL-121,Talladega County,Alabama,57,100,3.2,53.8
AL-123,Tallapoosa County,Alabama,57.7,103,3.6,54.1
AL-125,Tuscaloosa County,Alabama,57.1,87,2.5,54.7
AL-127,Walker County,Alabama,55.9,95,2.8,53.1
AL-129,Washington County,Alabama,62.6,117,4.6,58
AL-131,Wilcox County,Alabama,61.2,108,3.9,57.3
