June 2016 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,79.7,99,1.4,78.3
AL-003,Baldwin County,Alabama,80.7,100,1.3,79.4
AL-005,Barbour County,Alabama,80.1,103,1.5,78.6
AL-007,Bibb County,Alabama,78.4,83,0.8,77.6
AL-009,Blount County,Alabama,78.8,119,3,75.8
AL-011,Bullock County,Alabama,79.7,104,1.6,78.1
AL-013,Butler County,Alabama,79.4,99,1.1,78.3
AL-015,Calhoun County,Alabama,78.8,115,2.8,76
AL-017,Chambers County,Alabama,78.3,110,2.2,76.1
AL-019,Cherokee County,Alabama,78.6,115,2.6,76
AL-021,Chilton County,Alabama,77.7,74,0.3,77.4
AL-023,Choctaw County,Alabama,79.8,99,1.2,78.6
AL-025,Clarke County,Alabama,79.8,95,1.1,78.7
AL-027,Clay County,Alabama,77.6,113,2.5,75.1
AL-029,Cleburne County,Alabama,77.6,116,2.9,74.7
AL-031,Coffee County,Alabama,80,94,1.2,78.8
AL-033,Colbert County,Alabama,77.8,106,2,75.8
AL-035,Conecuh County,Alabama,79.4,79,0.4,79
AL-037,Coosa County,Alabama,78.6,109,1.9,76.7
AL-039,Covington County,Alabama,79.8,89,0.8,79
AL-041,Crenshaw County,Alabama,79.5,100,1.4,78.1
AL-043,Cullman County,Alabama,78.3,113,2.7,75.6
AL-045,Dale County,Alabama,80.3,94,1.2,79.1
AL-047,Dallas County,Alabama,80.2,102,1.6,78.6
AL-049,DeKalb County,Alabama,77,113,2.5,74.5
AL-051,Elmore County,Alabama,80.3,111,2.3,78
AL-053,Escambia County,Alabama,79.8,85,0.6,79.2
AL-055,Etowah County,Alabama,79.1,117,3,76.1
AL-057,Fayette County,Alabama,78.8,98,1.6,77.2
AL-059,Franklin County,Alabama,77.2,103,1.6,75.6
AL-061,Geneva County,Alabama,80.5,94,1.2,79.3
AL-063,Greene County,Alabama,80.1,99,1.3,78.8
AL-065,Hale County,Alabama,79.7,95,1.2,78.5
AL-067,Henry County,Alabama,80.6,98,1.3,79.3
AL-069,Houston County,Alabama,80.6,89,0.9,79.7
AL-071,Jackson County,Alabama,77.4,115,2.6,74.8
AL-073,Jefferson County,Alabama,79,110,2.1,76.9
AL-075,Lamar County,Alabama,79.2,102,1.8,77.4
AL-077,Lauderdale County,Alabama,77.9,112,2.5,75.4
AL-079,Lawrence County,Alabama,77.8,111,2.1,75.7
AL-081,Lee County,Alabama,79,106,1.8,77.2
AL-083,Limestone County,Alabama,78.9,118,3.3,75.6
AL-085,Lowndes County,Alabama,80.6,106,2,78.6
AL-087,Macon County,Alabama,80.2,108,2,78.2
AL-089,Madison County,Alabama,78.8,119,3.2,75.6
AL-091,Marengo County,Alabama,80.1,101,1.5,78.6
AL-093,Marion County,Alabama,77.7,101,1.5,76.2
AL-095,Marshall County,Alabama,78.6,116,3,75.6
AL-097,Mobile County,Alabama,80.6,103,1.4,79.2
