June 2003 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,76.5,21,-1.8,78.3
AL-003,Baldwin County,Alabama,79.1,46,-0.3,79.4
AL-005,Barbour County,Alabama,77.4,27,-1.2,78.6
AL-007,Bibb County,Alabama,75.3,16,-2.3,77.6
AL-009,Blount County,Alabama,73.5,14,-2.3,75.8
AL-011,Bullock County,Alabama,76.7,26,-1.4,78.1
AL-013,Butler County,Alabama,76.8,26,-1.5,78.3
AL-015,Calhoun County,Alabama,73.4,13,-2.6,76
AL-017,Chambers County,Alabama,74.2,18,-1.9,76.1
AL-019,Cherokee County,Alabama,73.1,10,-2.9,76
AL-021,Chilton County,Alabama,74.9,13,-2.5,77.4
AL-023,Choctaw County,Alabama,77.3,26,-1.3,78.6
AL-025,Clarke County,Alabama,77.9,33,-0.8,78.7
AL-027,Clay County,Alabama,72.7,13,-2.4,75.1
AL-029,Cleburne County,Alabama,72.2,14,-2.5,74.7
AL-031,Coffee County,Alabama,77.7,32,-1.1,78.8
AL-033,Colbert County,Alabama,72.1,6,-3.7,75.8
AL-035,Conecuh County,Alabama,77.6,29,-1.4,79
AL-037,Coosa County,Alabama,74.5,17,-2.2,76.7
AL-039,Covington County,Alabama,78,33,-1,79
AL-041,Crenshaw County,Alabama,76.3,20,-1.8,78.1
AL-043,Cullman County,Alabama,73.2,14,-2.4,75.6
AL-045,Dale County,Alabama,78,33,-1.1,79.1
AL-047,Dallas County,Alabama,76.5,15,-2.1,78.6
AL-049,DeKalb County,Alabama,71.4,8,-3.1,74.5
AL-051,Elmore County,Alabama,76.4,24,-1.6,78
AL-053,Escambia County,Alabama,78.2,32,-1,79.2
AL-055,Etowah County,Alabama,73.5,13,-2.6,76.1
AL-057,Fayette County,Alabama,74.5,14,-2.7,77.2
AL-059,Franklin County,Alabama,72,7,-3.6,75.6
AL-061,Geneva County,Alabama,78.7,43,-0.6,79.3
AL-063,Greene County,Alabama,76.6,14,-2.2,78.8
AL-065,Hale County,Alabama,76.3,14,-2.2,78.5
AL-067,Henry County,Alabama,78,27,-1.3,79.3
AL-069,Houston County,Alabama,78.9,35,-0.8,79.7
AL-071,Jackson County,Alabama,71.8,8,-3,74.8
AL-073,Jefferson County,Alabama,74.5,12,-2.4,76.9
AL-075,Lamar County,Alabama,74.7,14,-2.7,77.4
AL-077,Lauderdale County,Alabama,71.8,5,-3.6,75.4
AL-079,Lawrence County,Alabama,72.2,6,-3.5,75.7
AL-081,Lee County,Alabama,75.5,22,-1.7,77.2
AL-083,Limestone County,Alabama,72.5,10,-3.1,75.6
AL-085,Lowndes County,Alabama,77.2,24,-1.4,78.6
AL-087,Macon County,Alabama,76.8,23,-1.4,78.2
AL-089,Madison County,Alabama,72.6,11,-3,75.6
AL-091,Marengo County,Alabama,77.4,29,-1.2,78.6
AL-093,Marion County,Alabama,73.2,12,-3,76.2
AL-095,Marshall County,Alabama,72.9,12,-2.7,75.6
AL-097,Mobile County,Alabama,79.2,55,-0,79.2
AL-099,Monroe County,Alabama,77.8,35,-1,78.8
AL-101,Montgomery County,Alabama,77.2,25,-1.3,78.5
AL-103,Morgan County,Alabama,72.9,11,-2.9,75.8
AL-105,Perry County,Alabama,76,14,-2.1,78.1
AL-107,Pickens County,Alabama,75.6,12,-2.7,78.3
AL-109,Pike County,Alabama,76.6,19,-1.8,78.4
AL-111,Randolph County,Alabama,73.2,17,-2,75.2
AL-113,Russell County,Alabama,77,27,-1.3,78.3
AL-115,St. Clair County,Alabama,73.8,14,-2.4,76.2
AL-117,Shelby County,Alabama,74.4,11,-2.5,76.9
AL-119,Sumter County,Alabama,77.1,24,-1.6,78.7
AL-121,Talladega County,Alabama,74,13,-2.5,76.5
AL-123,Tallapoosa County,Alabama,74.4,15,-2.1,76.5
AL-125,Tuscaloosa County,Alabama,75.6,15,-2.6,78.2
AL-127,Walker County,Alabama,74.6,17,-2.3,76.9
AL-129,Washington County,Alabama,77.9,29,-1.1,79
AL-131,Wilcox County,Alabama,77.4,28,-1.3,78.7
AL-133,Winston County,Alabama,72.6,8,-2.9,75.5
AZ-001,Apache County,Arizona,66.7,83,1.2,65.5
AZ-003,Cochise County,Arizona,76.8,90,1.3,75.5
AZ-005,Coconino County,Arizona,69.9,99,2.5,67.4
AZ-007,Gila County,Arizona,75.2,96,2,73.2
AZ-009,Graham County,Arizona,77.3,88,1.5,75.8
AZ-011,Greenlee County,Arizona,71.8,76,0.9,70.9
AZ-012,La Paz County,Arizona,86.9,90,1.9,85
AZ-013,Maricopa County,Arizona,85.6,90,1.9,83.7
AZ-015,Mohave County,Arizona,79.4,99,2.8,76.6
AZ-017,Navajo County,Arizona,69,91,1.8,67.2
AZ-019,Pima County,Arizona,82.3,85,1.4,80.9
AZ-021,Pinal County,Arizona,84.2,87,1.3,82.9
AZ-023,Santa Cruz County,Arizona,75.5,88,1.4,74.1
AZ-025,Yavapai County,Arizona,74.6,97,2.2,72.4
AZ-027,Yuma County,Arizona,85.7,87,1.5,84.2
AR-001,Arkansas County,Arkansas,75.2,6,-3.2,78.4
AR-003,Ashley County,Arkansas,76.5,13,-2,78.5
AR-005,Baxter County,Arkansas,69.8,5,-3.8,73.6
AR-007,Benton County,Arkansas,69.9,8,-3.7,73.6
AR-009,Boone County,Arkansas,68.7,4,-4.4,73.1
AR-011,Bradley County,Arkansas,75.6,10,-2.6,78.2
AR-013,Calhoun County,Arkansas,75.3,8,-2.9,78.2
AR-015,Carroll County,Arkansas,68.9,5,-4.2,73.1
AR-017,Chicot County,Arkansas,77.1,13,-2.1,79.2
AR-019,Clark County,Arkansas,74.3,6,-3.4,77.7
AR-021,Clay County,Arkansas,72.6,7,-3.9,76.5
AR-023,Cleburne County,Arkansas,71.6,6,-3.3,74.9
AR-025,Cleveland County,Arkansas,75,7,-3,78
AR-027,Columbia County,Arkansas,76.2,11,-2.2,78.4
AR-029,Conway County,Arkansas,72.7,5,-3.8,76.5
AR-031,Craighead County,Arkansas,73.1,7,-3.9,77
AR-033,Crawford County,Arkansas,71.7,6,-3.5,75.2
AR-035,Crittenden County,Arkansas,75.2,8,-3.2,78.4
AR-037,Cross County,Arkansas,74.6,7,-3.3,77.9
AR-039,Dallas County,Arkansas,74.9,9,-2.9,77.8
AR-041,Desha County,Arkansas,76.1,8,-2.7,78.8
AR-043,Drew County,Arkansas,75.9,9,-2.6,78.5
AR-045,Faulkner County,Arkansas,72.8,4,-3.9,76.7
AR-047,Franklin County,Arkansas,71.5,6,-3.6,75.1
AR-049,Fulton County,Arkansas,69.6,8,-3.6,73.2
AR-051,Garland County,Arkansas,72.4,4,-4,76.4
AR-053,Grant County,Arkansas,74.5,7,-3.4,77.9
AR-055,Greene County,Arkansas,72.7,7,-3.9,76.6
AR-057,Hempstead County,Arkansas,74.9,8,-3,77.9
AR-059,Hot Spring County,Arkansas,73.7,6,-3.7,77.4
AR-061,Howard County,Arkansas,73.6,7,-3,76.6
AR-063,Independence County,Arkansas,72,7,-3.3,75.3
AR-065,Izard County,Arkansas,70.4,7,-3.6,74
AR-067,Jackson County,Arkansas,73.4,7,-3.2,76.6
AR-069,Jefferson County,Arkansas,74.7,6,-3.5,78.2
AR-071,Johnson County,Arkansas,70.7,4,-3.8,74.5
AR-073,Lafayette County,Arkansas,76.2,11,-2.5,78.7
AR-075,Lawrence County,Arkansas,71.9,7,-4.1,76
AR-077,Lee County,Arkansas,74.9,5,-3.4,78.3
AR-079,Lincoln County,Arkansas,75.4,7,-3,78.4
AR-081,Little River County,Arkansas,75,5,-2.9,77.9
AR-083,Logan County,Arkansas,72.5,4,-3.7,76.2
AR-085,Lonoke County,Arkansas,74,4,-3.9,77.9
AR-087,Madison County,Arkansas,68.4,6,-3.8,72.2
AR-089,Marion County,Arkansas,69.3,4,-4.3,73.6
AR-091,Miller County,Arkansas,76,8,-2.8,78.8
AR-093,Mississippi County,Arkansas,74,6,-3.8,77.8
AR-095,Monroe County,Arkansas,74.8,5,-3.5,78.3
AR-097,Montgomery County,Arkansas,71.8,5,-3.9,75.7
AR-099,Nevada County,Arkansas,74.8,6,-3.3,78.1
AR-101,Newton County,Arkansas,68.2,5,-4,72.2
AR-103,Ouachita County,Arkansas,75.4,8,-3,78.4
AR-105,Perry County,Arkansas,73.2,4,-3.7,76.9
AR-107,Phillips County,Arkansas,75.4,6,-3,78.4
AR-109,Pike County,Arkansas,73.3,6,-3.3,76.6
AR-111,Poinsett County,Arkansas,73.8,7,-3.7,77.5
AR-113,Polk County,Arkansas,71.2,6,-3.3,74.5
AR-115,Pope County,Arkansas,71.5,5,-3.7,75.2
AR-117,Prairie County,Arkansas,74.3,5,-3.8,78.1
AR-119,Pulaski County,Arkansas,73.6,4,-4,77.6
AR-121,Randolph County,Arkansas,70.9,5,-4.4,75.3
AR-123,St. Francis County,Arkansas,74.7,5,-3.5,78.2
AR-125,Saline County,Arkansas,73.3,5,-3.7,77
AR-127,Scott County,Arkansas,71.8,4,-3.7,75.5
AR-129,Searcy County,Arkansas,69.1,5,-4.1,73.2
AR-131,Sebastian County,Arkansas,72.8,6,-3.6,76.4
AR-133,Sevier County,Arkansas,74,6,-3,77
AR-135,Sharp County,Arkansas,70.6,7,-3.6,74.2
AR-137,Stone County,Arkansas,69.9,6,-3.9,73.8
AR-139,Union County,Arkansas,76.1,10,-2.3,78.4
AR-141,Van Buren County,Arkansas,70.3,5,-4,74.3
AR-143,Washington County,Arkansas,69.5,7,-3.7,73.2
AR-145,White County,Arkansas,73.6,9,-3,76.6
AR-147,Woodruff County,Arkansas,74.2,7,-3.4,77.6
AR-149,Yell County,Arkansas,72.9,4,-3.7,76.6
CA-001,Alameda County,California,67,106,2,65
CA-003,Alpine County,California,56.6,109,3.3,53.3
CA-005,Amador County,California,69.8,99,2.5,67.3
CA-007,Butte County,California,73.2,108,3.1,70.1
CA-009,Calaveras County,California,70.1,99,2.3,67.8
CA-011,Colusa County,California,74.7,105,2.4,72.3
CA-013,Contra Costa County,California,68.5,92,1.6,66.9
CA-015,Del Norte County,California,61.9,123,3.6,58.3
CA-017,El Dorado County,California,66.2,111,2.9,63.3
CA-019,Fresno County,California,68.8,110,3.2,65.6
CA-021,Glenn County,California,73.7,106,2.5,71.2
CA-023,Humboldt County,California,63.2,123,3.2,60
CA-025,Imperial County,California,86.2,71,0.6,85.6
CA-027,Inyo County,California,78.4,112,4.4,74
CA-029,Kern County,California,76,108,3.5,72.5
CA-031,Kings County,California,77.6,106,2.9,74.7
CA-033,Lake County,California,68.6,107,2.5,66.1
CA-035,Lassen County,California,63,121,4.9,58.1
CA-037,Los Angeles County,California,68.9,75,1,67.9
CA-039,Madera County,California,69.1,102,2.7,66.4
CA-041,Marin County,California,60.4,102,1.6,58.8
CA-043,Mariposa County,California,68.3,108,3.1,65.2
CA-045,Mendocino County,California,63.8,102,1.9,61.9
CA-047,Merced County,California,73.9,97,1.8,72.1
CA-049,Modoc County,California,62.2,120,5,57.2
CA-051,Mono County,California,59.4,116,4.1,55.3
CA-053,Monterey County,California,66.4,109,2.3,64.1
CA-055,Napa County,California,69.3,102,2,67.3
CA-057,Nevada County,California,65.2,114,3.3,61.9
CA-059,Orange County,California,66.1,46,-0.5,66.6
CA-061,Placer County,California,66.3,111,3,63.3
CA-063,Plumas County,California,62.2,119,4.4,57.8
CA-065,Riverside County,California,80.2,83,1.4,78.8
CA-067,Sacramento County,California,73.5,100,1.9,71.6
CA-069,San Benito County,California,69.2,108,2.9,66.3
CA-071,San Bernardino County,California,82.2,99,2.9,79.3
CA-073,San Diego County,California,69.2,64,0.6,68.6
CA-075,San Francisco County,California,61.3,107,1.9,59.4
CA-077,San Joaquin County,California,73,97,1.7,71.3
CA-079,San Luis Obispo County,California,67.4,91,1.7,65.7
CA-081,San Mateo County,California,61.8,111,2.5,59.3
CA-083,Santa Barbara County,California,63.7,91,1.6,62.1
CA-085,Santa Clara County,California,66.4,105,2.2,64.2
CA-087,Santa Cruz County,California,62.1,102,1.8,60.3
CA-089,Shasta County,California,70.7,122,5.2,65.5
CA-091,Sierra County,California,60.6,116,3.7,56.9
CA-093,Siskiyou County,California,63.4,127,5.5,57.9
CA-095,Solano County,California,71.2,103,2,69.2
CA-097,Sonoma County,California,63.8,100,1.6,62.2
CA-099,Stanislaus County,California,72.9,101,1.8,71.1
CA-101,Sutter County,California,75.8,101,2.2,73.6
CA-103,Tehama County,California,73.2,115,3.8,69.5
CA-105,Trinity County,California,66,120,4.5,61.5
CA-107,Tulare County,California,67.9,112,3.5,64.4
CA-109,Tuolumne County,California,62.6,110,3,59.6
CA-111,Ventura County,California,63.8,86,1.5,62.3
CA-113,Yolo County,California,74,102,2.1,72
CA-115,Yuba County,California,73.7,105,2.8,70.9
CO-001,Adams County,Colorado,63.5,16,-2.6,66.1
CO-003,Alamosa County,Colorado,58,34,-0.9,58.9
CO-005,Arapahoe County,Colorado,62.6,16,-2.7,65.3
CO-007,Archuleta County,Colorado,58.2,68,0.2,58
CO-009,Baca County,Colorado,67.3,11,-4,71.3
CO-011,Bent County,Colorado,68.9,20,-2.7,71.6
CO-013,Boulder County,Colorado,56.9,22,-2.1,59
CO-014,Broomfield County,Colorado,63.8,23,-2.4,66.2
CO-015,Chaffee County,Colorado,51.8,46,-0.6,52.4
CO-017,Cheyenne County,Colorado,66.4,17,-2.8,69.2
CO-019,Clear Creek County,Colorado,48.9,19,-2.1,51
CO-021,Conejos County,Colorado,54.4,40,-0.7,55.1
CO-023,Costilla County,Colorado,55.7,37,-0.9,56.6
CO-025,Crowley County,Colorado,67.5,26,-1.7,69.2
CO-027,Custer County,Colorado,54.1,24,-1.6,55.7
CO-029,Delta County,Colorado,63.4,83,1.6,61.8
CO-031,Denver County,Colorado,63.6,16,-2.8,66.4
CO-033,Dolores County,Colorado,58.6,92,2,56.6
CO-035,Douglas County,Colorado,59.3,17,-2.7,62
CO-037,Eagle County,Colorado,53.2,43,-0.9,54.1
CO-039,Elbert County,Colorado,61.1,19,-2.4,63.5
CO-041,El Paso County,Colorado,60.5,17,-2.7,63.2
CO-043,Fremont County,Colorado,58.8,26,-1.7,60.5
CO-045,Garfield County,Colorado,58.2,65,0.1,58.1
CO-047,Gilpin County,Colorado,50.7,21,-2.2,52.9
CO-049,Grand County,Colorado,50.6,28,-1.3,51.9
CO-051,Gunnison County,Colorado,53.2,71,0.2,53
CO-053,Hinsdale County,Colorado,49.2,73,0.7,48.5
CO-055,Huerfano County,Colorado,59.9,24,-1.7,61.6
CO-057,Jackson County,Colorado,49.9,29,-1.3,51.2
CO-059,Jefferson County,Colorado,58.3,20,-2.3,60.6
CO-061,Kiowa County,Colorado,67.8,19,-2.8,70.6
CO-063,Kit Carson County,Colorado,65.5,16,-2.8,68.3
CO-065,Lake County,Colorado,47.7,41,-0.8,48.5
CO-067,La Plata County,Colorado,59.7,80,1,58.7
CO-069,Larimer County,Colorado,54.1,21,-2,56.1
CO-071,Las Animas County,Colorado,64.3,19,-2.5,66.8
CO-073,Lincoln County,Colorado,64.2,22,-2.4,66.6
CO-075,Logan County,Colorado,64.8,22,-2.2,67
CO-077,Mesa County,Colorado,64.3,84,1.6,62.7
CO-079,Mineral County,Colorado,50.2,72,0.4,49.8
CO-081,Moffat County,Colorado,59.7,62,0.2,59.5
CO-083,Montezuma County,Colorado,65.2,86,1.6,63.6
CO-085,Montrose County,Colorado,64.1,85,1.7,62.4
CO-087,Morgan County,Colorado,63.9,22,-2.4,66.3
CO-089,Otero County,Colorado,68.4,21,-2.2,70.6
CO-091,Ouray County,Colorado,56.2,81,1.5,54.7
CO-093,Park County,Colorado,51.3,32,-1.4,52.7
CO-095,Phillips County,Colorado,66,32,-1.6,67.6
CO-097,Pitkin County,Colorado,51.4,51,-0.5,51.9
CO-099,Prowers County,Colorado,68.8,15,-3.3,72.1
CO-101,Pueblo County,Colorado,66.2,20,-2.3,68.5
CO-103,Rio Blanco County,Colorado,59.5,63,0.1,59.4
