January 2007 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,47.3,79,1,46.3
AL-003,Baldwin County,Alabama,52.6,85,1.6,51
AL-005,Barbour County,Alabama,50,90,2.2,47.8
AL-007,Bibb County,Alabama,45.8,86,1.5,44.3
AL-009,Blount County,Alabama,43.5,89,1.9,41.6
AL-011,Bullock County,Alabama,49.2,93,2.4,46.8
AL-013,Butler County,Alabama,48.4,79,0.9,47.5
AL-015,Calhoun County,Alabama,44.9,94,2.6,42.3
AL-017,Chambers County,Alabama,46.3,96,2.6,43.7
AL-019,Cherokee County,Alabama,44.1,96,2.7,41.4
AL-021,Chilton County,Alabama,46.1,84,1.4,44.7
AL-023,Choctaw County,Alabama,47.6,73,0.5,47.1
AL-025,Clarke County,Alabama,49,79,1.1,47.9
AL-027,Clay County,Alabama,44.8,90,2,42.8
AL-029,Cleburne County,Alabama,44.6,98,3.1,41.5
AL-031,Coffee County,Alabama,49.7,82,1,48.7
AL-033,Colbert County,Alabama,42.1,91,2.2,39.9
AL-035,Conecuh County,Alabama,49.5,79,0.8,48.7
AL-037,Coosa County,Alabama,45.9,86,1.4,44.5
AL-039,Covington County,Alabama,50,83,1.1,48.9
AL-041,Crenshaw County,Alabama,48.5,82,1.1,47.4
AL-043,Cullman County,Alabama,42.6,83,1.5,41.1
AL-045,Dale County,Alabama,50.1,81,1,49.1
AL-047,Dallas County,Alabama,48,80,1.2,46.8
AL-049,DeKalb County,Alabama,42.5,94,2.5,40
AL-051,Elmore County,Alabama,47.4,83,1.3,46.1
AL-053,Escambia County,Alabama,50.7,81,1,49.7
AL-055,Etowah County,Alabama,44.2,91,2.3,41.9
AL-057,Fayette County,Alabama,44.6,86,1.8,42.8
AL-059,Franklin County,Alabama,42.1,87,1.9,40.2
AL-061,Geneva County,Alabama,50.9,81,1.2,49.7
AL-063,Greene County,Alabama,46,75,0.8,45.2
AL-065,Hale County,Alabama,46.3,76,1,45.3
AL-067,Henry County,Alabama,50.4,83,1.3,49.1
AL-069,Houston County,Alabama,51.5,85,1.3,50.2
AL-071,Jackson County,Alabama,42,92,2.1,39.9
AL-073,Jefferson County,Alabama,45,87,1.9,43.1
AL-075,Lamar County,Alabama,44.4,83,1.6,42.8
AL-077,Lauderdale County,Alabama,41.8,92,2.4,39.4
AL-079,Lawrence County,Alabama,42.3,89,1.9,40.4
AL-081,Lee County,Alabama,48.1,95,2.5,45.6
AL-083,Limestone County,Alabama,42.4,93,2.5,39.9
AL-085,Lowndes County,Alabama,48.1,77,0.9,47.2
AL-087,Macon County,Alabama,48.7,92,2.2,46.5
AL-089,Madison County,Alabama,42.3,91,2.1,40.2
AL-091,Marengo County,Alabama,47.6,77,1,46.6
AL-093,Marion County,Alabama,43,85,1.7,41.3
AL-095,Marshall County,Alabama,43.3,90,2.3,41
AL-097,Mobile County,Alabama,52,86,1.5,50.5
AL-099,Monroe County,Alabama,49.5,80,1.1,48.4
AL-101,Montgomery County,Alabama,48.3,81,1.2,47.1
AL-103,Morgan County,Alabama,42.5,89,1.9,40.6
AL-105,Perry County,Alabama,46.8,81,1.2,45.6
AL-107,Pickens County,Alabama,45.1,76,1,44.1
AL-109,Pike County,Alabama,49.1,84,1.4,47.7
AL-111,Randolph County,Alabama,45.1,96,2.8,42.3
AL-113,Russell County,Alabama,49.8,99,2.8,47
AL-115,St. Clair County,Alabama,44.4,89,1.9,42.5
AL-117,Shelby County,Alabama,45.3,87,1.6,43.7
AL-119,Sumter County,Alabama,46.3,73,0.5,45.8
AL-121,Talladega County,Alabama,45.4,88,1.8,43.6
AL-123,Tallapoosa County,Alabama,46.2,90,1.8,44.4
AL-125,Tuscaloosa County,Alabama,45.8,85,1.6,44.2
AL-127,Walker County,Alabama,44.5,90,1.9,42.6
AL-129,Washington County,Alabama,49.6,75,1,48.6
AL-131,Wilcox County,Alabama,48.5,79,1,47.5
AL-133,Winston County,Alabama,42.3,84,1.4,40.9
AZ-001,Apache County,Arizona,27.8,37,-1.9,29.7
AZ-003,Cochise County,Arizona,40.7,19,-2.8,43.5
AZ-005,Coconino County,Arizona,30.4,35,-1.5,31.9
AZ-007,Gila County,Arizona,39.2,27,-1.7,40.9
AZ-009,Graham County,Arizona,39.9,17,-2.7,42.6
AZ-011,Greenlee County,Arizona,36.9,31,-1.5,38.4
AZ-012,La Paz County,Arizona,50.3,34,-0.9,51.2
AZ-013,Maricopa County,Arizona,49.8,31,-1,50.8
AZ-015,Mohave County,Arizona,41,32,-1.3,42.3
AZ-017,Navajo County,Arizona,28.3,33,-2.1,30.4
AZ-019,Pima County,Arizona,47.2,19,-2.4,49.6
AZ-021,Pinal County,Arizona,47.9,26,-1.6,49.5
AZ-023,Santa Cruz County,Arizona,41.4,18,-2.9,44.3
AZ-025,Yavapai County,Arizona,39.9,36,-1,40.9
AZ-027,Yuma County,Arizona,51.1,24,-1.7,52.8
AR-001,Arkansas County,Arkansas,42.2,74,1,41.2
AR-003,Ashley County,Arkansas,44.6,79,1,43.6
AR-005,Baxter County,Arkansas,37.2,85,2.3,34.9
AR-007,Benton County,Arkansas,34.2,48,-0.8,35
AR-009,Boone County,Arkansas,35.1,63,0.4,34.7
AR-011,Bradley County,Arkansas,43.3,68,0.5,42.8
AR-013,Calhoun County,Arkansas,43,66,0.2,42.8
AR-015,Carroll County,Arkansas,34.2,50,-0.7,34.9
