May 2022 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,74.7,118,3.3,71.4
AL-003,Baldwin County,Alabama,76.8,123,3.3,73.5
AL-005,Barbour County,Alabama,74.4,105,2.1,72.3
AL-007,Bibb County,Alabama,73.4,115,3,70.4
AL-009,Blount County,Alabama,72.2,117,3.7,68.5
AL-011,Bullock County,Alabama,73.6,102,1.9,71.7
AL-013,Butler County,Alabama,74.5,113,2.6,71.9
AL-015,Calhoun County,Alabama,71.8,113,3,68.8
AL-017,Chambers County,Alabama,70.8,94,1.6,69.2
AL-019,Cherokee County,Alabama,72,117,3.3,68.7
AL-021,Chilton County,Alabama,73.3,115,3,70.3
AL-023,Choctaw County,Alabama,75.8,122,3.9,71.9
AL-025,Clarke County,Alabama,75.3,120,3.2,72.1
AL-027,Clay County,Alabama,71,112,2.7,68.3
AL-029,Cleburne County,Alabama,70.7,117,3,67.7
AL-031,Coffee County,Alabama,75.1,109,2.3,72.8
AL-033,Colbert County,Alabama,71.1,111,3,68.1
AL-035,Conecuh County,Alabama,75.1,116,2.5,72.6
AL-037,Coosa County,Alabama,72.7,113,3,69.7
AL-039,Covington County,Alabama,75,111,2.2,72.8
AL-041,Crenshaw County,Alabama,74.4,115,2.6,71.8
AL-043,Cullman County,Alabama,71.5,111,3.3,68.2
AL-045,Dale County,Alabama,75.3,107,2.2,73.1
AL-047,Dallas County,Alabama,75,118,3.2,71.8
AL-049,DeKalb County,Alabama,70,109,2.7,67.3
AL-051,Elmore County,Alabama,73.8,113,2.6,71.2
AL-053,Escambia County,Alabama,75.8,119,2.8,73
AL-055,Etowah County,Alabama,72,113,3.2,68.8
AL-057,Fayette County,Alabama,72.8,113,3,69.8
AL-059,Franklin County,Alabama,71.2,116,3.2,68
AL-061,Geneva County,Alabama,75.2,103,1.8,73.4
AL-063,Greene County,Alabama,74.5,117,2.9,71.6
AL-065,Hale County,Alabama,74,109,2.6,71.4
AL-067,Henry County,Alabama,75.2,108,2,73.2
AL-069,Houston County,Alabama,75.3,93,1.3,74
AL-071,Jackson County,Alabama,70.3,107,2.8,67.5
AL-073,Jefferson County,Alabama,73.4,119,3.8,69.6
AL-075,Lamar County,Alabama,73.4,118,3.5,69.9
